Pivot1-Werte;female_ratio;teaching;international_score;research;citations;income;total_score;num_students;student_staff_ratio;international_students
01.01.2011;;99,7;72,4;98,7;98,8;34,5;96,1;20152;8,9;0,25
01.01.2011;33;97,7;54,6;98;99,9;83,7;96;2243;6,9;0,27
01.01.2011;37;97,8;82,3;91,4;99,9;87,5;95,6;11074;9;0,33
01.01.2011;42;98,3;29,5;98,1;99,2;64,3;94,3;15596;7,8;0,22
01.01.2011;45;90,9;70,3;95,4;99,9;;94,2;7929;8,4;0,27
01.01.2011;46;90,5;77,7;94,1;94;57;91,2;18812;11,8;0,34
01.01.2011;46;88,2;77,2;93,9;95,1;73,5;91,2;19919;11,6;0,34
01.01.2011;50;84,2;39,6;99,3;97,8;;91,1;36186;16,4;0,15
01.01.2011;37;89,2;90;94,5;88,3;92,9;90,6;15060;11,7;0,51
01.01.2011;50;92,1;59,2;89,7;91,5;;89,5;11751;4,4;0,2
01.01.2011;52;83;48,1;92,9;93,2;;87,7;38206;10,3;0,15
01.01.2011;42;79,1;62,8;87,9;96,9;;86,9;14221;6,9;0,21
01.01.2011;50;80,9;58,5;89,2;92,3;100;86,4;15128;3,6;0,23
01.01.2011;48;82,2;62,4;88,8;88,1;34,7;83,9;21424;10,2;0,19
01.01.2011;31;77,5;93,7;87,8;83,1;;83,4;18178;14,7;0,37
01.01.2011;48;83,9;53,3;89,1;84,1;59,6;83,4;41786;9;0,16
01.01.2011;;75,8;;87,9;82,2;;82;66198;19,5;0,15
01.01.2011;;73,8;90,9;73,8;92,6;;81;25055;5,9;0,28
01.01.2011;51;71,8;32,9;82,7;93,6;43,7;79,5;20376;6,5;0,2
01.01.2011;39;70,3;39,1;79,3;95,7;53,7;79,3;11885;13,1;0,35
01.01.2011;53;68,4;91,4;71,4;96,1;56,5;79,2;19835;17,6;0,38
01.01.2011;56;74;90,8;81,6;80,6;39;78,4;26607;10,7;0,46
01.01.2011;53;68,2;49;77,1;95,9;32,8;78;44020;11,8;0,13
01.01.2011;49;66,8;49,4;71,5;92,3;100;76,5;15172;4,8;0,17
01.01.2011;48;64,5;60,5;68,8;95,3;;75,9;18334;13,8;0,15
01.01.2011;;87,7;18,4;91,9;58,1;;75,6;26199;5,7;0,1
01.01.2011;31;67,9;73,2;72,6;83,2;95,1;75,3;19967;20,1;0,26
01.01.2011;20;69,5;32,6;62,5;96,5;100;75,1;3055;10,1;0,04
01.01.2011;52;56,6;64,3;68;98,8;89,8;75;22020;27,3;0,11
01.01.2011;54;65,1;93,3;74,8;80,3;42,6;73,8;50152;17,6;0,25
01.01.2011;58;70,9;21,5;75,1;85;50,2;73,8;26518;7,3;0,08
01.01.2011;48;59,8;31,6;76,3;90,8;51,8;73,2;27233;6,5;0,11
01.01.2011;47;68,1;55,9;80,9;72,9;;73;42727;18,7;0,2
01.01.2011;49;65,5;97,8;72,6;78,7;40,5;72,9;31592;15,5;0,34
01.01.2011;56;69;85,9;74,9;69;;71,7;31326;13,7;0,23
01.01.2011;55;58,7;88;69,2;83,3;47,7;71;40128;23,7;0,35
01.01.2011;;76,4;68,6;61,3;72,2;98,6;70,7;40148;8,3;0,14
01.01.2011;;58,9;56,4;63;88,6;;69,9;12528;5,7;0,17
01.01.2011;18;57,9;77,9;56,1;91,4;;69,5;2429;4,8;0,3
01.01.2011;58;59,9;67,3;61,9;86,8;42,2;69,2;25774;14,1;0,36
01.01.2011;;50,4;97,4;51,8;98,2;64,1;69;11385;23,8;0,36
01.01.2011;46;66,8;44,9;48,2;95,7;30,7;68,6;2400;7,9;0,2
01.01.2011;52;51,9;93,9;62,4;81;;67;14604;19,2;0,35
01.01.2011;70;65,8;;72,7;62,3;73,3;67;7774;11,5;0,22
01.01.2011;51;57,3;44,5;55,9;92,5;31,7;67;25581;25,6;0,12
01.01.2011;;55,5;43,7;64,6;83,4;;67;;;
01.01.2011;44;57,4;31,2;50,6;99,1;29,2;66,9;6333;9;0,26
01.01.2011;27;55;100;56,1;83,8;38;66,5;9666;10,5;0,54
01.01.2011;52;49,4;66,3;54,7;91,6;;66;26614;16,1;0,16
01.01.2011;;57,5;;48,6;92,7;30,3;66;14290;7,9;0,02
01.01.2011;52;64,9;22,1;59,5;78,1;84,2;65,9;12161;3,6;0,1
01.01.2011;52;57,6;23;69,1;76,4;;65,6;46825;18;0,13
01.01.2011;54;64,1;28,3;52,3;83,9;;65,2;10410;10;0,14
01.01.2011;54;57,3;60,5;70,7;68,8;48;65;35364;13,9;0,13
01.01.2011;;59,7;60,5;57;77,7;;64,9;8653;10,1;0,19
01.01.2011;49;61,3;22,6;72,6;67,9;53,9;64,7;56959;13;0,11
01.01.2011;;78,9;18,4;77,7;46,3;67,1;64,6;22809;5,6;0,07
01.01.2011;32;74,9;43;66,6;52,7;97,8;64,2;39763;13,7;0,1
01.01.2011;58;53,6;38,1;51,9;91,4;29,6;64;24789;8,6;0,17
01.01.2011;55;62;31,8;50,7;82,9;;63,9;42056;6,8;0,19
01.01.2011;56;63,4;52,3;48,4;77,8;;63;12338;4,5;0,18
01.01.2011;62;59,1;43,1;57,5;76,4;40,4;63;35691;15,5;0,13
01.01.2011;44;56,4;35,6;45,1;89,1;;62,8;11829;13,8;0,1
01.01.2011;51;58,5;25,2;58,3;78,3;37,9;62,7;26485;5,8;0,1
01.01.2011;48;67,2;56,5;53,8;66;;62,2;9259;6,4;0,17
01.01.2011;49;63,5;64;54,9;67,2;;62,1;51462;13,4;0,12
01.01.2011;45;46,4;31,7;58,1;83,4;;61,6;29325;16,1;0,08
01.01.2011;53;49,6;67,2;53,1;80,9;36,2;61,4;17906;14;0,25
01.01.2011;53;38,3;16,7;50,4;99,6;;61,4;17404;22,7;0,01
01.01.2011;53;63,5;53,3;46,7;74,4;;61,4;6753;5,5;0,07
01.01.2011;57;49,8;89,6;61,9;64,3;90,8;61,2;41868;20,2;0,28
01.01.2011;52;62;42,2;55,4;68,6;;61,1;23845;10,2;0,12
01.01.2011;48;46,5;87,5;38,8;90,5;52,7;60,7;20771;30,1;0,26
01.01.2011;52;65,4;31,2;48,7;71,9;;60,7;36534;12,9;0,2
01.01.2011;54;53,1;20,9;36,1;95,6;;60,4;7867;11,8;0,07
01.01.2011;57;47,7;84,2;45,3;84,4;31,6;60,3;15521;18;0,25
01.01.2011;61;48,5;85,9;54,5;72,1;44,1;59,7;21394;11,4;0,37
01.01.2011;50;48,5;52,2;43,6;85,8;;59,6;21908;10,9;0,24
01.01.2011;20;71,3;36,7;63,4;45,5;100;59,5;9027;10;0,09
01.01.2011;54;42,4;72,8;42,4;91,6;29,1;59,5;12001;17,4;0,35
01.01.2011;53;51,8;74,2;53,4;69;57,1;59,1;34718;32,7;0,27
01.01.2011;;47,9;66,6;46,2;81,9;36,2;59,1;;;
01.01.2011;55;59,2;63,4;47,5;70,3;39,1;59;28881;24,5;0,17
01.01.2011;45;55,8;22,5;54,2;72;;59;25674;16,9;0,09
01.01.2011;54;39,8;65,7;44,1;91;33,9;58,9;15489;15,7;0,24
01.01.2011;;62,4;99,5;56,2;51,6;38,4;58,3;;;
01.01.2011;52;56,5;79,1;56,2;59,2;39;58;34938;15,3;0,34
01.01.2011;57;37,7;92,9;36,2;93,2;30,5;57,9;8747;15,9;0,37
01.01.2011;;46,3;56,8;60,8;67,6;33,2;57,8;28251;11,5;0,15
01.01.2011;53;50,8;69;47,8;72,9;37,7;57,7;20925;13,5;0,29
01.01.2011;57;56,6;87,9;47;65;43,8;57,7;26583;6,5;0,19
01.01.2011;51;54,6;24,4;42,9;79,2;;57,7;7326;4,6;0,05
01.01.2011;53;44,7;;58,7;68,5;;57,6;23823;19,3;0,15
01.01.2011;;42,4;87;36,6;86,3;;57,5;22193;24,5;0,23
01.01.2011;56;60,6;39,6;43,1;70,2;;57,3;20541;12;0,16
01.01.2011;52;52,4;21,9;52,2;70,1;84,2;57,3;36429;12,7;0,08
01.01.2011;54;50,2;91,3;37,1;78,3;45,8;57,3;12551;17,3;0,24
01.01.2011;48;45,4;35,4;48,6;79,2;;57,2;31331;8,4;0,09
01.01.2011;47;44,7;31;49,2;79,7;;57,1;6178;6,6;0,16
01.01.2011;49;51,1;37,6;34,4;88,8;26,1;57;2218;8;0,14
01.01.2011;33;50,4;85,3;43,2;71,2;;56,9;35565;31,5;0,2
01.01.2011;66;49;24,2;51,4;75,4;30,2;56,6;23505;15,1;0,06
01.01.2011;56;44,8;85,7;47,7;72,9;32,6;56,5;8338;12,7;0,47
01.01.2011;30;50,5;48;54,6;64,9;;56,4;6671;15;0,16
01.01.2011;51;53,4;26,8;64,7;55,7;;56,3;37032;17,3;0,08
01.01.2011;42;57;62,6;67,8;43,9;;56,2;39256;18,1;0,22
01.01.2011;33;52,2;34,1;52,6;66,9;50,2;56,1;10221;13,5;0,05
01.01.2011;53;36,6;83,3;42,1;82,8;;56,1;20040;12,1;0,18
01.01.2011;46;46,3;19,9;49,2;77,6;44;56;44501;12,4;0,12
01.01.2011;;62,3;44,9;54,1;54,6;43;56;26389;13,9;0,1
01.01.2011;61;32,9;71,8;32,5;97,6;26,7;55,6;10441;11;0,25
01.01.2011;;34,3;47,7;36,1;95,7;32,4;55,4;;;
01.01.2011;13;62,9;24,8;63,4;45,5;60,5;55,4;9586;7,3;0,13
01.01.2011;19;55,4;44,9;51,7;56,9;99,8;55,3;8176;16;0,14
01.01.2011;39;50,3;29,2;59;61,6;35,7;55,2;31891;11,9;0,07
01.01.2011;;38,3;34,2;47,6;81;;55,2;;;
01.01.2011;51;38,6;63;47,4;78,3;30,5;55,1;20626;22;0,12
01.01.2011;61;46,6;95,7;49,7;63,1;32,7;55;15668;15;0,39
01.01.2011;54;57,7;29,6;62,9;45,2;97,7;54,8;42503;41,9;0,18
01.01.2011;46;52,2;50,2;46,2;66;43,4;54,6;29743;13,3;0,1
01.01.2011;52;39,7;91;44,1;73,5;38,9;54,6;14260;14;0,4
01.01.2011;51;50,4;30,4;52,7;63,7;;54,5;44750;15,7;0,15
01.01.2011;27;46,2;64;46,9;64,6;95,5;54,5;9990;5;0,18
01.01.2011;57;52,8;24,7;59,1;52,8;97,1;54,4;32166;34,1;0,09
01.01.2011;52;43,5;73,8;41,9;74,9;28,8;54,4;11512;14,9;0,33
01.01.2011;59;47,3;40;54,9;59,3;100;54,4;21222;17,1;0,1
01.01.2011;55;53,7;71,6;58;49,7;44,5;54,3;36299;21,6;0,23
01.01.2011;57;45,6;55,1;50,3;65,1;61;54,2;22616;16;0,29
01.01.2011;62;36,9;;49,2;75,9;31,7;54;31715;23,7;0,08
01.01.2011;31;61,7;20,1;63,4;40;73,4;53,4;23144;7,8;0,09
01.01.2011;56;32,9;;48,3;79,1;27,4;53,4;17581;21,5;0,11
01.01.2011;25;60,3;20,1;62,5;41,2;82,3;53,3;17200;5;0,07
01.01.2011;52;52,4;46,2;41,4;64,3;79,8;53,3;26467;31,2;0,16
01.01.2011;52;48,6;31,7;59,8;54,8;;53,3;27526;11,6;0,11
01.01.2011;60;39,9;66,6;42,1;73,1;41,5;52,7;11623;11,1;0,12
01.01.2011;;43,1;84,1;50,5;59,1;42,5;52,6;11964;13,1;0,22
01.01.2011;50;48,9;62,7;49,2;58,4;40,3;52,5;23311;15,5;0,31
01.01.2011;57;56,1;;49,4;51,9;;52,4;38264;20,3;0,25
01.01.2011;56;47,6;30,6;51,6;58,5;81,4;52,3;23280;16,3;0,06
01.01.2011;48;51,9;30,7;37,2;71,5;26,4;52,2;27862;8,7;0,18
01.01.2011;60;34,1;54,4;41;79,3;49,3;52,2;11628;15,3;0,25
01.01.2011;62;34,1;22,3;33,7;91,9;30;52,1;47491;12,2;0,1
01.01.2011;59;43,4;52,6;53;58,8;55,3;52;30779;15,4;0,07
01.01.2011;56;58,5;24,3;48,8;53;;51,9;9248;17;0,21
01.01.2011;54;34,8;94,3;39,2;71,8;61,1;51,8;29787;18,9;0,28
01.01.2011;54;50,3;73,8;50,7;52,1;34,8;51,8;25295;16,4;0,23
01.01.2011;46;29,5;19,3;28;99,8;36;51,6;127431;23,3;0,01
01.01.2011;57;49,6;77,9;62,2;40,7;39,5;51,6;25266;18,2;0,12
01.01.2011;51;39,4;82,9;45,7;62,4;57,2;51,4;22064;25,9;0,26
01.01.2011;54;37,8;86,1;45,2;64,6;47;51,4;12938;15,8;0,33
01.01.2011;26;55,5;47,4;67,7;29;99,4;51,3;15920;19,4;0,25
01.01.2011;55;41,2;88,5;35,8;70,6;27,4;51,2;9454;17,2;0,38
01.01.2011;50;42,7;80,5;42,8;63,6;31,1;51,2;20174;15,2;0,29
01.01.2011;47;49,5;70,7;48,9;51,2;60;51,2;38309;25,9;0,33
01.01.2011;59;35;44,1;33;84,7;40;51,1;10901;18,3;0,13
01.01.2011;53;48,5;37,7;42,5;63,2;;51;62468;13,6;0,13
01.01.2011;44;49,3;23,2;49,6;58,2;49,6;51;29991;17,4;0,11
01.01.2011;;67,3;16,3;41,7;48,9;50,1;50,7;;;
01.01.2011;48;39,4;58,6;43,6;65,5;;50,4;20580;18,9;0,18
01.01.2011;56;38,4;16,8;51,9;61,3;100;50,4;19262;15,9;0,1
01.01.2011;50;43;24,1;44,1;66,9;;50,3;83236;29,9;0,09
01.01.2011;54;40,1;31,6;33,6;78;;50,3;13216;17,4;0,19
01.01.2011;37;46,1;21,3;50,6;58,9;37,5;50,2;9336;19,6;0,04
01.01.2011;53;65,1;24,7;44,7;45;;50,1;15408;8,5;0,14
01.01.2011;53;42,5;38,2;49,2;60,2;38,8;50;24570;14,4;0,11
01.01.2011;52;40,8;59,8;47,8;59,6;40,6;50;18815;13,6;0,3
01.01.2011;54;38,1;33,4;55,6;57,3;61,5;49,9;23895;13,6;0,14
01.01.2011;58;46,2;50;48;55,6;38,3;49,8;27703;14,7;0,21
01.01.2011;57;48,7;40,3;40,9;60,4;;49,8;26576;38,4;0,08
01.01.2011;52;41,7;35,5;56,4;54,1;34,2;49,7;24556;25,6;0,12
01.01.2011;51;46,2;29,3;34,7;70,2;41,2;49,6;51351;16,6;0,08
01.01.2011;60;39,2;56,1;37,3;69,5;41,6;49,4;31861;9,3;0,15
01.01.2011;57;39,9;;35,7;70,4;;49,3;21428;67,8;0,08
01.01.2011;48;43,6;96,3;51,7;45;40;49;25028;16,2;0,33
01.01.2011;58;42,1;62,8;40,4;62,8;29,7;49;14992;14,7;0,28
01.01.2011;54;46,8;74,8;44,1;52,5;38,4;49;30144;15;0,27
01.01.2011;67;44,1;45,8;45,7;58,3;26,1;48,8;27545;4,1;0,19
01.01.2011;;50,9;46,1;44,5;52;27,8;48,5;29987;52,5;0,16
01.01.2011;56;39,4;87,1;38,8;60,5;40,8;48,5;50882;40,5;0,36
01.01.2011;55;46,8;46,8;33,8;65,3;29,4;48,5;32474;70,4;0,13
01.01.2011;27;53,2;57,9;54,4;32,9;98,7;48,3;12646;16,6;0,05
01.01.2011;31;50;63,8;42,5;48,9;56,6;48,2;37917;27,6;0,16
01.01.2011;44;39,5;27,2;39,5;66,4;43,9;47,7;25779;22,2;0,07
01.01.2011;54;40,4;62,8;42,5;57,9;32,2;47,6;17755;18,8;0,28
01.01.2011;37;49,9;62,4;48,3;42;49,8;47,5;6631;12;0,26
01.01.2011;54;42,7;93,6;40,1;51,3;;47,3;10930;59,1;0,12
01.01.2011;26;45;47,3;35,4;60,7;40;47,2;25294;24,6;0,16
01.01.2011;54;37,9;99,5;34,8;60,2;35;47,2;18209;16,9;0,39
01.01.2011;58;45,9;57,8;36,3;57,3;32,3;47;28327;38,9;0,12
01.01.2011;48;45;60,6;35,9;58,2;27,4;46,9;20713;10,8;0,18
01.01.2011;54;43,6;18,9;40,4;61,5;32,5;46,9;36108;15,7;0,06
01.01.2011;;43;28;48,7;52,2;40,4;46,9;24774;11,6;0,14
01.01.2011;55;41,6;44,9;50,2;48,8;;46,8;15064;14,4;0,18
01.01.2011;30;49,1;64,2;56,2;29,2;100;46,8;12062;14,6;0,21
01.01.2011;67;47,6;63,2;45,7;45,6;27;46,7;34651;20,5;0,25
01.01.2011;58;33,5;15,9;33,3;76,8;26,3;46,5;23122;19;0,08
01.01.2011;53;57,8;51,8;46,8;34,7;;46,4;24313;9,2;0,17
01.01.2011;41;54,6;29,6;41,3;44,3;70,3;46,4;47508;15,9;0,05
01.01.2011;55;32,9;51,9;44,2;60,2;37,9;46,2;26640;28,3;0,19
01.01.2011;67;43,3;;49,5;41,7;99,9;46,2;3879;4,6;
01.01.2012;33;95,7;56;98,2;99,9;97;94,8;2243;6,9;0,27
01.01.2012;;95,8;67,5;97,4;99,8;35,9;93,9;20152;8,9;0,25
01.01.2012;42;94,8;57,2;98,9;99,8;63,8;93,9;15596;7,8;0,22
01.01.2012;46;89,5;91,9;96,6;97,9;62,1;93,6;19919;11,6;0,34
01.01.2012;45;91,5;49,6;99,1;100;81;92,9;7929;8,4;0,27
01.01.2012;46;90,5;85,3;94,2;97,3;55,5;92,4;18812;11,8;0,34
01.01.2012;37;92,7;79,2;87,4;100;94,4;92,3;11074;9;0,33
01.01.2012;37;88,8;92,2;88,7;93,9;93,1;90,7;15060;11,7;0,51
01.01.2012;42;89,4;58,8;90,8;99,4;;90,2;14221;6,9;0,21
01.01.2012;50;82,8;50,4;99,4;99,4;62,5;89,8;36186;16,4;0,15
01.01.2012;50;92,3;55,5;91,2;96,7;34,7;89,1;11751;4,4;0,2
01.01.2012;;89,1;67,6;81,8;97,8;;87,5;25055;5,9;0,28
01.01.2012;52;85,9;41;92,5;97,3;;87,3;38206;10,3;0,15
01.01.2012;50;78,9;59,9;86,5;97,3;100;85,8;15128;3,6;0,23
01.01.2012;31;79,1;97,5;85,8;87,2;;85;18178;14,7;0,37
01.01.2012;51;87;34,3;86,1;97,9;41,9;84,9;20376;6,5;0,2
01.01.2012;56;77,8;91,8;84,3;89;41,4;83,2;26607;10,7;0,46
01.01.2012;48;75,4;47,2;90;94,3;53,3;82,8;41786;9;0,16
01.01.2012;;76,9;69;87,4;86,5;44,9;81,6;66198;19,5;0,15
01.01.2012;48;70,4;53,4;87,2;93,5;;80,5;21424;10,2;0,19
01.01.2012;39;65,7;55;79,5;97,4;60,7;78,4;11885;13,1;0,35
01.01.2012;49;62,6;46,9;77,9;97,4;100;77,4;15172;4,8;0,17
01.01.2012;54;68,6;88,7;78,6;85,2;40,6;77,4;50152;17,6;0,25
01.01.2012;31;66,6;65;73,8;91,9;99,2;77;19967;20,1;0,26
01.01.2012;53;70,8;36,9;74;98,2;31,8;76,5;44020;11,8;0,13
01.01.2012;48;66,3;35,3;75,5;98,6;56,6;76,2;18334;13,8;0,15
01.01.2012;51;74,3;23,8;77,3;90,6;55,3;75,8;39655;10,8;0,11
01.01.2012;56;72,8;81,4;78,4;77,1;35,1;75,5;31326;13,7;0,23
01.01.2012;51;69,5;38,8;76,1;89,6;57,7;74,9;49427;17,4;0,09
01.01.2012;;86,1;23;80,3;69,1;76,6;74,3;26199;5,7;0,1
01.01.2012;47;67,9;50,7;81,3;81,5;;74,2;42727;18,7;0,2
01.01.2012;70;69,9;82;73,8;73,1;78,5;73,1;7774;11,5;0,22
01.01.2012;48;61,4;31,5;72;97,8;51,8;73;27233;6,5;0,11
01.01.2012;53;74;83,7;80,1;60,5;64,1;72,3;19835;17,6;0,38
01.01.2012;52;55;52,6;65,3;99,9;85;72,1;22020;27,3;0,11
01.01.2012;58;63;79,8;61,4;92,3;41,3;72;25774;14,1;0,36
01.01.2012;55;62,2;82,5;72,4;80,7;44,4;71,9;40128;23,7;0,35
01.01.2012;52;62,8;93,8;75,1;72,6;41,7;71,2;14604;19,2;0,35
01.01.2012;54;68;51,4;68,7;83,4;52,5;71,2;35364;13,9;0,13
01.01.2012;49;65,7;93;79;63,4;60,7;70,9;31592;15,5;0,34
01.01.2012;;64;45,7;58,9;96,1;;70,5;12528;5,7;0,17
01.01.2012;52;66,1;25,6;72,5;85,4;;70;46825;18;0,13
01.01.2012;58;67,6;20,2;62,6;92,6;35,5;69,3;26518;7,3;0,08
01.01.2012;55;60,2;38,1;65,4;92,3;30,9;69;42056;6,8;0,19
01.01.2012;62;63,8;54,3;59,9;84,6;40,7;67,6;35691;15,5;0,13
01.01.2012;27;53,1;98,9;43,9;95,3;46,7;66,3;9666;10,5;0,54
01.01.2012;;66,4;96;75,4;50,6;41,1;66;;;
01.01.2012;52;59;80,4;61,1;75,6;37,7;65,7;34938;15,3;0,34
01.01.2012;;59,8;33,4;53,6;93,9;34,9;65,6;8653;10,1;0,19
01.01.2012;;82,3;51,7;64,1;51;99,9;65,6;40148;8,3;0,14
01.01.2012;46;53,5;29,5;66,7;83,4;61,6;64,9;44501;12,4;0,12
01.01.2012;;76,4;21,1;72;56,3;71,7;64,8;22809;5,6;0,07
01.01.2012;20;56,4;25;51,9;92,3;100;64,6;3055;10,1;0,04
01.01.2012;58;60,7;37,2;46,2;95,6;27,6;64,2;24789;8,6;0,17
01.01.2012;52;65,8;41,1;48,7;80,2;99,3;64;36534;12,9;0,2
01.01.2012;61;49,8;90;54,2;80,9;40,8;63,2;21394;11,4;0,37
01.01.2012;49;61,8;42,2;56,2;77,5;49,9;63;51462;13,4;0,12
01.01.2012;57;55,4;88,1;65,7;57,2;92,1;62,4;41868;20,2;0,28
01.01.2012;51;54,3;26,5;53,9;88,7;37,5;62;26485;5,8;0,1
01.01.2012;46;56,6;66,2;33,5;96,4;44,7;62;2400;7,9;0,2
01.01.2012;57;56,7;87,4;45,9;78,4;43,5;61,9;26583;6,5;0,19
01.01.2012;;51;80,1;58,6;71;59;61,7;11385;23,8;0,36
01.01.2012;18;50,4;86,1;38,8;89,1;63;61,5;2429;4,8;0,3
01.01.2012;49;54;27,3;58,3;80,1;53,2;61,1;56959;13;0,11
01.01.2012;53;41,9;72;49,9;85,5;97,5;61;23823;19,3;0,15
01.01.2012;53;44,2;73,7;47,7;89,9;34,8;60,9;17906;14;0,25
01.01.2012;54;52,5;56,7;64,7;63;99,9;60,8;42503;41,9;0,18
01.01.2012;59;42,8;58,1;53,2;85,7;59,3;60,4;30779;15,4;0,07
01.01.2012;51;51,4;48;50,9;84,1;32,7;60,3;25581;25,6;0,12
01.01.2012;52;52,1;26,8;47,6;86,8;64,4;59,6;12161;3,6;0,1
01.01.2012;32;74,1;33,4;70,1;37,4;99,8;59,5;39763;13,7;0,1
01.01.2012;44;45,9;39,7;38;99,9;36,2;59;6333;9;0,26
01.01.2012;55;57,1;62,3;41,5;78,5;37,6;58,7;28881;24,5;0,17
01.01.2012;53;47,5;80,8;52,3;70,2;62,6;58,6;34718;32,7;0,27
01.01.2012;56;48,4;37,3;39,8;90,9;34,4;57,4;12338;4,5;0,18
01.01.2012;56;50,1;75,9;47,6;66,3;100;57,4;9248;17;0,21
01.01.2012;54;45,8;41,3;37,4;94,5;35,4;57,3;10410;10;0,14
01.01.2012;45;39,5;30,8;42,6;98,2;;57,3;29325;16,1;0,08
01.01.2012;59;45,4;54,4;55,3;71,7;48,6;57;21222;17,1;0,1
01.01.2012;;40,4;61,2;58,5;72,8;32,6;56,9;28251;11,5;0,15
01.01.2012;51;51,6;25,3;60;69;;56,8;37032;17,3;0,08
01.01.2012;49;47;45,7;33,5;94,5;36,4;56,8;9390;4,5;0,26
01.01.2012;54;32,5;75,8;37,9;96,2;30,5;56,4;15489;15,7;0,24
01.01.2012;48;56,3;66,7;30,5;81,1;26,2;56;27862;8,7;0,18
01.01.2012;56;37,1;89,1;40,2;83;34,1;55,7;8338;12,7;0,47
01.01.2012;52;36,2;36,3;42,3;93,5;45,6;55,4;26614;16,1;0,16
01.01.2012;57;47,2;59,1;65,1;53,3;43,4;55,2;25266;18,2;0,12
01.01.2012;33;50;65,2;37,1;76,3;47,2;55,1;35565;31,5;0,2
01.01.2012;44;42,6;33,1;36,2;94,1;27,3;55;11829;13,8;0,1
01.01.2012;47;44,8;30,6;38,7;89,9;;54,9;6178;6,6;0,16
01.01.2012;66;39,3;46,8;54,2;75,1;28,9;54,8;23505;15,1;0,06
01.01.2012;53;41,7;56,4;54,7;68,3;42,5;54,7;24570;14,4;0,11
01.01.2012;48;54,2;29,9;40,2;78,4;;54,6;9259;6,4;0,17
01.01.2012;20;64,2;29,3;54,6;47,1;100;54,5;9027;10;0,09
01.01.2012;48;41,1;35,3;43,6;85,8;28,5;54,5;31331;8,4;0,09
01.01.2012;51;47,4;34;49,6;73,6;28;54,4;44750;15,7;0,15
01.01.2012;52;45,1;28,4;43;78,3;86;54,2;36429;12,7;0,08
01.01.2012;42;56,6;52,6;49,4;57,8;;54;39256;18,1;0,22
01.01.2012;54;30,6;79,8;34,8;92;28,1;53,9;12001;17,4;0,35
01.01.2012;55;50,6;71,9;54,4;51,7;53,7;53,7;36299;21,6;0,23
01.01.2012;50;44,6;68,2;46;67,5;40,2;53,6;23311;15,5;0,31
01.01.2012;57;37,5;68,1;41;77,5;61,4;53,4;22616;16;0,29
01.01.2012;53;34,3;73,9;41,1;75,3;97,5;53,2;20040;12,1;0,18
01.01.2012;26;53,5;71,3;66,1;31,2;100;53,1;15920;19,4;0,25
01.01.2012;57;54,5;79,5;47;48,7;81,3;53,1;38264;20,3;0,25
01.01.2012;57;41,1;47,3;52,2;63,4;97,8;53;32166;34,1;0,09
01.01.2012;57;28,6;93,3;24,1;98,2;25,9;52,9;8747;15,9;0,37
01.01.2012;13;56;24,9;58,9;49,5;66,3;52,8;9586;7,3;0,13
01.01.2012;;51,3;64,5;54,5;50,1;;52,6;29987;52,5;0,16
01.01.2012;53;28,5;29,8;36,6;99,9;29,5;52,5;17404;22,7;0,01
01.01.2012;54;38,9;92,4;21,9;86;48,6;52,2;12551;17,3;0,24
01.01.2012;54;43;77,6;34,6;73,5;38,2;52,1;14708;22,5;0,14
01.01.2012;45;42,1;23,3;41;82,3;;51,9;25674;16,9;0,09
01.01.2012;50;37,7;56,5;28,7;88,3;29,2;51,4;21908;10,9;0,24
01.01.2012;19;35,6;67,3;48;62,1;100;51,3;8176;16;0,14
01.01.2012;;27,5;86,7;40,4;77,8;40,3;51,2;11964;13,1;0,22
01.01.2012;56;40,5;75,8;48,5;57,1;62,2;51,1;50882;40,5;0,36
01.01.2012;57;30,3;89,4;23,5;91,7;29,7;51,1;15521;18;0,25
01.01.2012;31;61,8;21,1;56,5;40;75;51;23144;7,8;0,09
01.01.2012;25;57,7;25,6;55,7;42,9;78,9;50,8;17200;5;0,07
01.01.2012;55;47,7;53;56,4;48,4;25;50,4;17612;10,7;0,05
01.01.2012;;36,7;72,7;38,8;71,6;33,9;50,4;;;
01.01.2012;53;46,8;37,7;34,5;73,7;;50,2;62468;13,6;0,13
01.01.2012;;64,6;16,3;50,8;44;42,6;50,1;26389;13,9;0,1
01.01.2012;54;30,7;69,3;49;64;67;50;23895;13,6;0,14
01.01.2012;54;46,7;25,9;59,9;50,9;;50;50095;18,7;0,09
01.01.2012;50;38,2;26,1;39;80,3;28,7;49,9;83236;29,9;0,09
01.01.2012;52;29;88,8;28,6;83,7;36,6;49,9;14260;14;0,4
01.01.2012;53;35,6;78,3;35,5;72,5;39,3;49,9;20925;13,5;0,29
01.01.2012;61;34,9;97,5;39;65,1;32,7;49,8;15668;15;0,39
01.01.2012;52;32,6;78,6;35,7;75,4;27,5;49,7;11512;14,9;0,33
01.01.2012;62;25;48,8;36;90,2;26,8;49,7;31715;23,7;0,08
01.01.2012;58;44,6;64,8;43,9;57,1;36,4;49,5;27703;14,7;0,21
01.01.2012;52;32,4;47,3;52,4;62,4;59,9;49,2;24556;25,6;0,12
01.01.2012;56;44,2;38,3;33,6;73,2;;49;20541;12;0,16
01.01.2012;67;37,8;74,8;31,6;72,1;37;49;27545;4,1;0,19
01.01.2012;52;37;26,4;42,2;74,7;34,7;49;23845;10,2;0,12
