Pivot1-Werte;female_ratio;teaching;international_score;research;citations;income;total_score;num_students;student_staff_ratio;international_students
01.01.2016;49;51,6;53;46,6;83,2;53,1;59,7;51462;13,4;0,12
01.01.2016;54;39,4;87,3;40;94,3;31,9;59,5;17755;18,8;0,28
01.01.2016;55;45,1;63,6;47,5;85,3;;58,8;32474;70,4;0,13
01.01.2016;53;54,4;52,7;39,3;82,5;80,7;58,8;15408;8,5;0,14
01.01.2016;53;39,8;76,1;44,8;84,9;88;58,8;23823;19,3;0,15
01.01.2016;50;42,4;81,9;48,8;80,1;43,4;58,6;23311;15,5;0,31
01.01.2016;52;34,1;93,5;41,3;93,3;36,8;58,5;14260;14;0,4
01.01.2016;51;49,3;56,4;54,5;72,7;31,8;58;25581;25,6;0,12
01.01.2016;51;47,3;56,4;52,6;76,8;32,2;58;44750;15,7;0,15
01.01.2016;54;39,5;94,7;33,1;88,3;99,9;57,9;12551;17,3;0,24
01.01.2016;18;53,5;92,8;44,6;64,7;82,3;57,9;2429;4,8;0,3
01.01.2016;44;37,9;66,6;35,1;99,7;41,7;57,9;6333;9;0,26
01.01.2016;47;50,7;38,3;35,8;93,3;40,8;57,8;6178;6,6;0,16
01.01.2016;57;49,5;90,4;31,5;85,4;44;57,8;26583;6,5;0,19
01.01.2016;54;36,9;76,8;50,7;79,8;68,3;57,7;23895;13,6;0,14
01.01.2016;52;39,9;59,2;41,8;91,6;48,9;57,7;26614;16,1;0,16
01.01.2016;55;34,5;64,6;47,7;86,9;85,3;57,7;11761;85,8;0,15
01.01.2016;44;47,6;47,6;48,1;81,7;33,7;57,6;11829;13,8;0,1
01.01.2016;50;33,4;92,6;46,1;83,6;64,5;57,5;20851;20,7;0,27
01.01.2016;31;49,4;54,1;56,3;63,2;98,1;57,2;37917;27,6;0,16
01.01.2016;53;39,8;88,4;43,6;82;37,5;57,2;20925;13,5;0,29
01.01.2016;28;54,2;46,3;53,1;67,2;52;57,1;462;16,5;0,05
01.01.2016;57;46,3;84,2;45,5;69,6;92,6;57;38264;20,3;0,25
01.01.2016;48;52,8;74,1;32,7;82,9;37,4;57;27862;8,7;0,18
01.01.2016;42;50,2;66,4;57,7;63,2;;57;39256;18,1;0,22
01.01.2016;20;49,1;33,7;47,1;76,7;100;56,9;3055;10,1;0,04
01.01.2016;48;45;43,5;42,1;88,2;32,3;56,7;31331;8,4;0,09
01.01.2016;57;42,1;54,2;54,5;71,2;88,3;56,6;32166;34,1;0,09
01.01.2016;54;39,4;82;41,8;82,7;34,7;56,2;25295;16,4;0,23
01.01.2016;54;40;83,7;42,5;76,6;82,9;56,1;14708;22,5;0,14
01.01.2016;53;34,9;80,2;38,7;85,6;92,7;56,1;20040;12,1;0,18
01.01.2016;54;51,8;33,3;56,8;67,7;;56,1;50095;18,7;0,09
01.01.2016;49;51,7;47;39,7;75,2;99,4;56;36146;53,9;0,09
01.01.2016;51;43,9;34,7;55,7;75,4;35,9;56;37032;17,3;0,08
01.01.2016;53;40,3;46,3;44,1;85,6;58,2;55,9;39838;46,1;0,08
01.01.2016;58;34,3;60,9;48,5;84,9;39,2;55,9;17713;13;0,1
01.01.2016;45;39,7;36,6;37,6;96,4;35,7;55,8;29325;16,1;0,08
01.01.2016;54;45,2;49,4;33,3;90,1;60,7;55,8;10410;10;0,14
01.01.2016;57;35,1;92,7;33,2;91,2;34,4;55,7;8747;15,9;0,37
01.01.2016;52;34;87;41,4;85,3;33,6;55,6;11512;14,9;0,33
01.01.2016;61;34,9;98,5;40,5;78,5;72,4;55,4;15668;15;0,39
01.01.2016;;41,9;83,5;46,3;73,1;31,1;55,4;;;
01.01.2016;48;46,1;40,5;33,2;92;34,1;55,3;9259;6,4;0,17
01.01.2016;58;43,7;77,4;39;79,2;36,7;55,3;27703;14,7;0,21
01.01.2016;;43,3;68,2;44,7;75,5;38,3;55,1;27139;18,8;0,18
01.01.2016;62;34,1;48,5;51,2;82,5;31,1;54,8;31715;23,7;0,08
01.01.2016;55;46,4;80,7;48,1;63,6;47,4;54,7;36299;21,6;0,23
01.01.2016;53;41,5;81,1;48,5;68,4;37,5;54,5;17916;10,2;0,22
01.01.2016;26;37,7;56,7;47,5;73,8;99,5;54,5;25294;24,6;0,16
01.01.2016;54;33,4;88,3;37,2;86,1;30,6;54,4;12001;17,4;0,35
01.01.2016;49;40,2;48,9;36,3;88,1;52,2;54,3;56959;13;0,11
01.01.2016;67;40,8;92,6;50,5;63,6;30,2;54,2;34651;20,5;0,25
01.01.2016;54;40,3;80,6;39;77,5;39,8;54,1;30144;15;0,27
01.01.2016;53;31,1;45,6;34,2;99,9;36,1;53,9;17404;22,7;0,01
01.01.2016;;30,9;89,2;45,6;76,2;56;53,9;11964;13,1;0,22
01.01.2016;59;40,3;50,3;40;83,8;34,9;53,8;30538;12,3;0,1
01.01.2016;52;38,8;43,4;37,5;87,3;37,9;53,3;23845;10,2;0,12
01.01.2016;20;43,3;33,9;40,5;75,9;100;53;9027;10;0,09
01.01.2016;48;32,8;85,1;43,2;72,4;79,3;52,9;20771;30,1;0,26
01.01.2016;58;31,9;83,5;28,7;92,7;28,5;52,9;14992;14,7;0,28
01.01.2016;37;34,1;80,1;45,6;68,8;91,2;52,9;6631;12;0,26
01.01.2016;39;51,4;36,7;53,5;53,8;97,5;52,8;24365;20,3;0,09
01.01.2016;56;28,4;54,9;37,1;90,7;60,1;52,5;23280;16,3;0,06
01.01.2016;30;39;84,4;44,3;63,9;78,1;52,4;12062;14,6;0,21
01.01.2016;60;42,2;53,1;38;75;68,5;52,3;43280;43,4;0,11
01.01.2016;52;32,8;85,4;30,9;85,9;36,6;52,2;18815;13,6;0,3
01.01.2016;42;41,4;47,7;45,8;66,1;99,7;52,1;35487;37,4;0,12
01.01.2016;49;39,7;55,8;27,9;89;37;52,1;9390;4,5;0,26
01.01.2016;57;41,9;90,5;30,8;75,8;28;52;15521;18;0,25
01.01.2016;43;75,4;57,8;66,7;8,6;95,7;51,9;30822;7,7;0,2
01.01.2016;50;41,7;64;22,3;90,1;35,5;51,9;15286;5,7;0,14
01.01.2016;52;38,7;38,6;41,8;79,5;32,4;51,7;36429;12,7;0,08
01.01.2016;59;32,9;63,3;28;90,7;37,2;51,2;10901;18,3;0,13
01.01.2016;55;39,3;85,1;37,3;69,9;34,2;51,2;12050;14,8;0,28
01.01.2016;53;44,8;28,5;23,7;92,8;;51,2;6753;5,5;0,07
01.01.2016;51;27,5;59,5;33,3;91,2;42,5;51,1;20626;22;0,12
01.01.2016;54;32,1;86,6;27,8;86;31,7;51,1;14541;13,4;0,35
01.01.2016;39;54,1;27,7;58;47,3;49,6;51,1;31891;11,9;0,07
01.01.2016;27;37,3;85,1;29,9;77,8;50;51,1;9990;5;0,18
01.01.2016;54;38,7;74,2;40,6;68,4;51;51,1;28856;42;0,19
01.01.2016;54;29,7;91,4;31,4;82,6;43,1;51;12938;15,8;0,33
01.01.2016;54;31,4;90,5;39,5;69,8;78;51;29787;18,9;0,28
01.01.2016;62;38,5;49,2;37,4;78,9;31,1;50,9;47491;12,2;0,1
01.01.2016;54;38,5;58,3;46,7;61,9;92,4;50,8;10930;59,1;0,12
01.01.2016;19;34,3;71,3;41;70,7;57,3;50,6;8176;16;0,14
01.01.2016;;35;86,3;38,5;70,8;33,5;50,6;22193;24,5;0,23
01.01.2016;55;45,8;55,6;41,4;64,6;31,9;50,5;17612;10,7;0,05
01.01.2016;45;35,4;74,4;43,9;66,5;39,5;50,3;30726;24,2;0,14
01.01.2016;;28,5;58,3;39,8;81,8;30,3;50,2;26420;16,4;0,12
01.01.2016;35;42,5;45,2;23,2;84,5;71,2;50,2;769;8,5;0,17
01.01.2016;60;32,5;70;31,5;82,4;36,2;50,1;11623;11,1;0,12
01.01.2016;57;30,9;78,1;31,6;82;34,6;50,1;23347;13,1;0,23
01.01.2016;45;35,6;30,1;35,3;83,7;57,4;50,1;25674;16,9;0,09
01.01.2016;55;28,3;47;25,7;97,3;38,6;49,9;5495;12,6;0,22
01.01.2016;60;25,6;78,5;26,9;90,2;49,5;49,9;11628;15,3;0,25
01.01.2016;57;34,6;50,9;35,8;79,1;47,9;49,9;26576;38,4;0,08
01.01.2016;;38,7;64,2;29;79,8;28,8;49,8;27603;15;0,17
01.01.2016;50;32,4;31,9;38,1;84,6;32;49,7;83236;29,9;0,09
01.01.2016;56;31,6;64,8;40,8;71,7;60,3;49,6;12346;30,3;0,16
01.01.2016;54;34,1;60;29,3;83,3;46,8;49,6;13216;17,4;0,19
01.01.2016;47;35,2;58,2;23,9;86,4;58,4;49,5;9187;11,2;0,1
01.01.2016;50;25;99,8;26,7;84,8;38,1;49,4;5144;15,9;0,52
01.01.2016;47;49,4;47,8;52,4;47,1;46,4;49,4;50657;21,4;0,09
01.01.2016;64;37,3;61,1;22,2;83,8;68,4;49,3;6853;6,6;0,16
01.01.2016;50;30,9;84,3;27,5;81,5;34,7;49,2;20174;15,2;0,29
01.01.2016;61;25,6;69,5;18,1;100;37,7;49,2;2958;13,4;0,17
01.01.2016;51;30,8;55,9;27,4;87,7;47,1;49,1;16841;43,2;0,08
01.01.2016;63;30,5;64,9;22,9;91;29;48,9;27756;14,8;0,17
01.01.2016;54;34,1;93,4;33,3;68,9;35,7;48,8;17940;17,9;0,3
01.01.2016;48;25,1;71;28,4;73,8;43,7;;17422;15,9;0,15
01.01.2016;55;33,5;89,9;35,1;66,3;28,5;;9454;17,2;0,38
01.01.2016;56;39,3;39,9;29,5;73;34,5;;85532;22,9;0,07
01.01.2016;47;36,5;60,6;37,9;62;43,8;;25668;19;0,19
01.01.2016;53;33,9;70,1;36,7;67,8;52;;28341;16,5;0,17
01.01.2016;30;36,6;77,6;35,3;52,2;79,5;;8605;11,6;0,15
01.01.2016;51;32,1;81,6;26,7;76,8;50,1;;10015;7,1;0,28
01.01.2016;48;19,3;88,5;26,5;79,4;35,3;;18293;42,7;0,19
01.01.2016;55;30,4;78,3;29,4;65,2;50,3;;15064;14,4;0,18
01.01.2016;49;32,3;48,5;27;81,3;82,3;;36051;46,6;0,11
01.01.2016;49;41,6;65,6;30;69;31,7;;2218;8;0,14
01.01.2016;55;38,5;41,6;40,1;64,7;32;;41226;31,8;0,07
01.01.2016;58;32,3;87,4;32,9;64,1;60,8;;10416;46,9;0,19
01.01.2016;50;44,7;38,6;30,4;61,1;28;;32175;12,2;0,11
01.01.2016;56;44,7;48,1;23,5;65,7;29,5;;20541;12;0,16
01.01.2016;60;35,8;60,2;28,6;79,3;38,1;;31861;9,3;0,15
01.01.2016;;32;63,4;35,5;67,7;44,7;;;;
01.01.2016;51;29,3;79;35,2;63,3;45,1;;22064;25,9;0,26
01.01.2016;53;40,9;58,1;29,2;63,2;38;;24313;9,2;0,17
01.01.2016;53;43;41,2;27,3;74,8;;;62468;13,6;0,13
01.01.2016;52;41;32,3;26,7;73,5;54,1;;27526;11,6;0,11
01.01.2016;58;34,9;53,3;21,7;72,6;70,7;;35609;32,6;0,1
01.01.2016;;34,2;58,6;21,6;83,2;31,6;;16130;12,1;0,13
01.01.2016;53;32,3;49,4;20,5;89,5;;;24444;23,8;0,08
01.01.2016;;37,5;63,8;31,7;62,2;57,5;;27227;16,2;0,12
01.01.2016;50;26,6;81,7;14,6;89,1;33,9;;7426;2,9;0,28
01.01.2016;50;35,5;58,7;20,6;84;32,9;;18539;15,1;0,26
01.01.2016;65;27,8;21,4;15,7;96;44,6;;2838;1,1;0,03
01.01.2016;57;30,7;89,9;30,5;74,9;31,5;;18600;20,3;0,21
01.01.2016;60;37,1;69,9;36,7;61,5;41,5;;36733;26,3;0,15
01.01.2016;63;24,6;49,1;28,8;83,3;29;;34691;26,9;0,15
01.01.2016;40;30,8;29,6;17,8;97,4;42,5;;17155;7,2;0,08
01.01.2016;34;30,1;48,8;31,7;76,3;66,3;;30025;22,2;0,12
01.01.2016;77;26;81,7;27,8;74,9;45,5;;1819;10,9;0,18
01.01.2016;71;37,7;21,8;17,4;88,9;45,4;;1855;2,1;0,05
01.01.2016;59;38;34,7;37,3;61,5;32,6;;120986;32,3;0,07
01.01.2016;;46,7;21,4;36,6;67,2;80,3;;14290;7,9;0,02
01.01.2016;;24,8;45,1;35,7;73,4;99,8;;31424;21,5;0,1
01.01.2016;50;32,6;53,2;22;83;33,4;;21908;10,9;0,24
01.01.2016;31;40;52,7;44,5;55,7;99,8;;24099;45,4;0,2
01.01.2016;67;31,5;40,1;32,8;68,1;99,9;;3879;4,6;
01.01.2016;28;37,1;54,4;43,2;51,1;99,1;;20300;53,6;0,18
01.01.2016;53;27;90,1;35,1;66,9;42,3;;24519;44,1;0,31
01.01.2016;;41;47,5;50,5;49,2;42,9;;23977;24,4;0,04
01.01.2016;44;24,3;52,3;26,7;86,8;41,8;;16306;22,8;0,23
01.01.2016;49;34,1;71,6;47,1;51,5;57,4;;7576;22,4;0,1
01.01.2016;25;45,3;29,3;42,7;49,4;74,7;;17200;5;0,07
01.01.2016;13;45,6;31,9;47,6;42,2;70,9;;9586;7,3;0,13
01.01.2016;56;20,6;70,2;30;79;36,6;;17581;21,5;0,11
01.01.2016;51;34,6;24,2;19,5;94,8;42,5;;7326;4,6;0,05
01.01.2016;54;38,6;73,6;32,4;59;59,7;;27387;20,7;0,16
01.01.2016;54;38,5;26,6;17,5;85;29,1;;7867;11,8;0,07
01.01.2016;56;26,2;68,4;31,5;76;99,7;;23321;18,6;0,09
01.01.2016;32;31,1;65,4;32,8;62,1;61,6;;16099;24,2;0,17
01.01.2016;61;36,7;63;22,1;64,9;33,1;;71749;45,5;0,13
01.01.2016;46;28,9;84,8;27,9;56,7;36,3;;12830;18,8;0,3
01.01.2016;46;32,2;52,6;31,2;60,1;56,4;;12520;35,5;0,08
01.01.2016;57;35,2;45,4;46,2;49,9;60,9;;21428;67,8;0,08
01.01.2016;58;25,3;54,6;22;71,7;30,6;;51239;19,4;0,12
01.01.2016;67;17,8;63,7;22,6;85,9;43,2;;5570;25,4;0,15
01.01.2016;26;28,5;35,5;30,3;71,8;83,7;;5287;18,2;0,12
01.01.2016;52;31,6;34,5;33;59,3;41;;26769;19;0,05
01.01.2016;56;23,7;41,6;34;70;98,7;;19262;15,9;0,1
01.01.2016;63;21,4;64,7;25,7;69,5;41,7;;15655;22,6;0,15
01.01.2016;57;41,1;39,2;30,5;52,2;30,9;;33119;19,9;0,07
01.01.2016;;22,5;81,7;25,2;66,3;34,6;;30251;22;0,21
01.01.2016;66;16,2;61;16,2;91,4;28;;13960;25,9;0,08
01.01.2016;19;42,7;16,4;47,2;42,4;52,4;;3318;8,2;0,01
01.01.2016;44;31,2;35,4;29,4;61,5;54;;29991;17,4;0,11
01.01.2016;63;19;70,4;22,8;81,4;40,7;;11713;21,9;0,11
01.01.2016;62;32,9;46,8;33,9;52,9;46,4;;25682;53,9;0,09
01.01.2016;57;23,9;93;11,8;76,6;73,1;;35889;8,4;0,21
01.01.2016;52;21,2;53,5;27,1;74,9;82,4;;4488;14,6;0,08
01.01.2016;;43,9;40,2;43,4;41,8;99,8;;24043;15,8;0,14
01.01.2016;54;29,1;69,7;36,6;46,5;98,9;;20951;25,9;0,23
01.01.2016;52;24,2;57,7;18,9;76,8;42,1;;17866;7,7;0,1
01.01.2016;46;37,2;50,4;32,2;54,2;58,6;;29743;13,3;0,1
01.01.2016;33;37,7;23,2;36,6;53;49,5;;10221;13,5;0,05
01.01.2016;56;27,3;76,5;25,4;68,5;41,9;;14067;26,8;0,14
01.01.2016;56;27,4;75,9;26,5;67,2;64,4;;23508;21,9;0,18
01.01.2016;44;36,1;49;30,5;60;40,7;;30533;13,6;0,11
01.01.2016;47;30,6;42,8;28,5;63,8;32,1;;22578;16,8;0,09
01.01.2016;31;46,8;26,6;45,2;37,4;76,1;;23144;7,8;0,09
01.01.2016;58;35,8;61,6;35,8;54,4;54,2;;20488;22,1;0,1
01.01.2016;54;28,8;76;35,6;56;73,7;;33391;35,8;0,17
01.01.2016;30;30,4;40,3;31,5;65,1;79,6;;6671;15;0,16
01.01.2016;55;29,9;90,1;20,1;65,3;33,9;;2473;15,6;0,63
01.01.2016;48;32,8;51,7;30;54,4;66,6;;38675;46,3;0,13
01.01.2016;58;36,9;26,6;10,9;85;29,9;;11919;5,8;0,08
01.01.2016;48;59,1;25,3;57,1;20,4;30,5;;81402;14,6;0,04
01.01.2016;55;23,2;61,4;29,2;72,8;42,3;;26640;28,3;0,19
01.01.2016;55;31,7;90,4;28,9;51,2;34,9;;12063;16,6;0,38
01.01.2016;55;31,4;38,3;20,8;77,1;36,3;;19660;15,9;0,15
01.01.2016;57;21,8;79,1;25,7;68;42,7;;18340;23,8;0,21
01.01.2016;;29,5;39,3;23,2;81,4;41,3;;24716;17;0,05
01.01.2016;39;31,6;32,7;15,1;82,4;60,2;;11902;6,9;0,17
01.01.2016;56;39,1;35,3;19,3;67,8;32,4;;11381;8,4;0,08
01.01.2016;60;20,8;56,1;25;74,5;31,1;;16667;11,9;0,07
01.01.2016;27;34,1;77,3;32;54,6;86,5;;26419;52;0,27
01.01.2016;42;34,9;29,5;38,2;54,2;43,3;;30850;18,6;0,1
01.01.2016;50;25,8;86,8;28,4;59,3;57,9;;16489;25,4;0,24
01.01.2016;41;44,3;19,6;46;36,1;96,2;;47508;15,9;0,05
01.01.2016;48;21,6;72,2;18,9;67,2;31,3;;9252;19,2;0,18
01.01.2016;53;25,1;53,5;23,1;63;51,2;;3837;8,2;0,07
01.01.2016;56;35,6;48,6;30,9;46,9;33;;28296;13;0,15
01.01.2016;55;22,6;81,3;22,1;65,4;31;;9567;19,5;0,22
01.01.2016;50;30,9;50;32,7;50;46;;18590;25,6;0,11
01.01.2016;54;31,3;28,3;20,4;72,1;35,3;;36108;15,7;0,06
01.01.2016;51;35,9;43,1;25,6;57;30,9;;25742;13;0,11
01.01.2016;60;22,4;76,9;21,9;66,8;30;;32713;30,4;0,17
01.01.2016;55;33,9;93,7;33,3;38,6;28,9;;12695;19,8;0,39
01.01.2016;54;29,6;36,9;21,2;64,9;29,1;;26622;17;0,07
01.01.2016;55;30,1;41,7;23,5;61,3;32,6;;10931;24;0,06
01.01.2016;25;35,2;36,2;42;43,7;45,2;;1394;9,6;0,08
01.01.2016;56;30,9;50,3;33,8;51,5;52,8;;9163;41,2;0,13
01.01.2016;54;23,6;95,7;16,9;67,3;39,9;;18209;16,9;0,39
01.01.2016;69;21,9;25,5;12,3;87,5;42,4;;23321;12,2;0,06
01.01.2016;53;24,6;87,2;19,1;60,9;28,8;;17638;14,4;0,27
01.01.2016;41;36,5;43,2;36,9;39;69,6;;22401;62,7;0,12
01.01.2016;55;28,5;90;27,2;52,3;33,1;;27930;20;0,44
01.01.2016;48;25,4;30,4;12,1;85,2;31,8;;1211;0,6;0,05
01.01.2016;60;30,5;37,7;24,2;64,8;40,9;;58618;24,3;0,05
01.01.2016;60;24,3;34,3;25,5;65,8;46,6;;33370;72,5;0,05
01.01.2016;51;38,7;54,4;16,7;59,5;31,9;;36731;18,4;0,14
01.01.2016;29;40,8;27,4;38,9;40,1;91,4;;15529;7,9;0,1
01.01.2016;;24,7;21,1;14,8;81,3;47,4;;83653;64,2;0,01
01.01.2016;27;32,9;32;45,4;34,2;96,9;;12646;16,6;0,05
01.01.2016;29;43,9;27,5;24,1;52,8;28,1;;7801;7,3;0,07
01.01.2016;34;31,7;30,5;43,1;39,1;92,2;;7446;17,4;0,11
01.01.2016;52;31,9;52,6;20,8;57,5;63,5;;11259;10,6;0,16
01.01.2016;46;30,1;45,8;30,2;53,5;35,6;;21789;16,4;0,09
01.01.2016;61;18,3;39,4;10,4;87,8;29,8;;8788;15,8;0,02
01.01.2016;52;21,2;33,5;22,7;72,6;30,8;;24418;20,2;0,11
01.01.2016;56;25,7;37,9;22,6;74,6;32,6;;62577;18,3;0,04
01.01.2016;56;25;40,5;22,5;65,1;69,4;;22958;40,6;0,06
01.01.2016;52;19,3;64;18;75,2;28,5;;24121;25,9;0,13
01.01.2016;37;37,8;27,5;45,2;34;92,9;;38191;12,8;0,06
01.01.2016;52;19,2;71,8;14,7;79,7;28;;22210;12,7;0,16
01.01.2016;53;28,2;49,8;35;46,9;100;;21849;23;0,08
01.01.2016;58;25,5;71,6;23,4;64,4;32,8;;46208;17,8;0,21
01.01.2016;47;34,2;40,8;29,8;55,3;48,6;;29143;88,9;0,1
01.01.2016;35;30,8;61,9;33,3;52,1;28,8;;13855;19,4;0,04
01.01.2016;59;18,6;66,7;35,7;56,3;32,5;;19011;43,8;0,19
01.01.2016;56;26,5;47,3;18,5;74,1;32,3;;18135;25,8;0,09
01.01.2016;62;27,4;38,8;22,3;67,5;54,2;;67552;66;0,06
01.01.2016;61;27,1;66,2;21,2;65,8;31,2;;12326;14,6;0,05
01.01.2016;55;28,7;64,5;24,5;56,8;77,1;;9020;17,1;0,16
01.01.2016;49;18,8;22,3;15,7;85,5;32,1;;14991;23,9;0,05
01.01.2016;;37,2;41,5;34,1;39,4;75,9;;24774;11,6;0,14
01.01.2016;59;30,2;58,2;30,8;49,1;33,2;;48007;39,4;0,09
01.01.2016;;22,6;47,5;17,5;64,1;30,2;;;;
01.01.2016;48;22,7;53,6;17,4;62;34;;15799;23,3;0,14
01.01.2016;63;18,6;47;19,2;73,6;34,5;;14650;26,9;0,05
01.01.2016;69;18;74,7;28,5;56,7;30;;6880;22,9;0,08
01.01.2016;48;31,2;46,3;14,6;57,7;36,3;;20713;10,8;0,18
01.01.2016;64;24,8;46,1;20,7;65,1;33,3;;10798;17,3;0,06
01.01.2016;59;21,7;38,5;20,4;72,1;35,9;;54290;17,2;0,07
01.01.2016;32;25,8;97,6;11,2;53,5;41,8;;6848;10,8;0,34
01.01.2016;22;26;69,3;15,8;52,9;77,2;;7542;12,5;0,16
01.01.2016;60;28;53,6;34,2;44,4;47,4;;21643;28,3;0,04
01.01.2016;;33,9;54,3;32,6;31,1;87,9;;16729;10,4;0,19
01.01.2016;61;22,6;75;12,1;67,9;28,8;;10441;11;0,25
01.01.2016;50;34,9;33,9;26,5;52;42,3;;40325;43,7;0,09
01.01.2016;16;37,8;17,7;28,6;48,5;42,3;;8327;14,9;0,01
01.01.2016;27;22,2;43,7;25;59,8;38,8;;11778;16,9;0,09
01.01.2016;62;28,2;47,1;25,5;55,5;34,2;;9703;15,2;0,05
01.01.2016;63;27;78;28,5;45,4;43,7;;22037;29;0,27
01.01.2016;38;31,2;72,9;32,2;41,3;36,6;;13951;15,9;0,22
01.01.2016;55;27,1;57,8;26,9;49,7;41,8;;28576;27,8;0,11
01.01.2016;53;31,2;31;21;60,2;31,1;;29885;14,1;0,05
01.01.2016;54;18,7;34,2;15,6;72,9;32,3;;19693;25,3;0,06
01.01.2016;54;30,8;21,5;13,6;65,5;31;;12470;15,2;0,03
01.01.2016;55;24,6;75,6;22,8;50,2;36,6;;7653;28;0,11
01.01.2016;67;37;37,7;13,3;64,4;33,6;;2857;2,6;0,08
01.01.2016;;25,6;28,6;15,4;74,5;37;;;;
01.01.2016;46;16,3;59,9;25,8;59,8;51,8;;17381;13,9;0,09
01.01.2016;49;23,1;56,9;15,9;62,3;30,9;;14056;8,5;0,06
01.01.2016;59;53,2;47,6;47,6;6,8;28,3;;42215;34,3;0,2
01.01.2016;29;23,7;50,6;18,6;65,9;42,5;;27709;19,6;0,16
01.01.2016;59;23,1;35,9;21;64,8;37,5;;36353;61,2;0,05
01.01.2016;39;22,3;42,7;32,3;52,8;70;;2739;15,9;0,06
01.01.2016;57;20,3;25,9;27;62,7;29,3;;27420;31,7;0,05
01.01.2016;59;26,4;89;26,7;41,2;85,9;;18971;26,2;0,32
01.01.2016;55;31,1;24,5;21,5;58,7;30,3;;29336;16,3;0,01
01.01.2016;61;29,3;17,1;12,1;70,4;28;;8003;17,1;0,02
01.01.2016;48;44,6;21,1;42,3;22,6;49,4;;27095;15,3;0,03
01.01.2016;61;22,6;77,7;23,5;59,1;30,4;;7828;15,9;0,22
01.01.2016;51;31,9;37;24,6;45,7;79,4;;51351;16,6;0,08
01.01.2016;49;22,2;72,4;23,8;58,2;32,7;;12801;17,1;0,2
01.01.2016;44;21,5;84,8;20,2;53,4;32,2;;20314;36,5;0,33
01.01.2016;66;23,8;46,1;22,8;64,2;31,5;;10269;13;0,03
01.01.2016;51;34;28,6;18,2;58,3;41,6;;33268;13,3;0,05
01.01.2016;48;18,1;29,6;16,6;74,9;28,6;;27520;26,9;0,06
01.01.2016;60;26,5;66,1;18,7;58,8;36,8;;10398;12,2;0,1
01.01.2016;54;26,1;84,5;28,3;47,9;39,1;;23819;26,1;0,32
01.01.2016;58;15,1;39,4;9,5;81,7;31,5;;26894;38,5;0,08
01.01.2016;55;28,6;75,5;23,8;48,4;47,1;;15805;22,3;0,15
01.01.2016;65;23,6;38,3;13,1;76,1;36,6;;25250;19,7;0,07
01.01.2016;55;26;88,8;28,7;44,3;45,6;;17142;21,1;0,21
01.01.2016;50;29;39,6;28,2;49,6;57,1;;24550;18,3;0,07
01.01.2016;57;31,9;29,6;14,2;65,3;41,7;;23065;10,7;0,07
01.01.2016;60;42,2;28,9;16,5;41,1;35,9;;11604;12;0,12
01.01.2016;;18,4;92,5;20,4;51,9;34,6;;;;
01.01.2016;51;24,8;45,9;26,5;43,6;40,1;;10791;17,8;0,1
01.01.2016;65;28,7;31,7;21,6;48,8;45,4;;51560;65,1;0,02
01.01.2016;59;22,6;49,4;21,3;42,3;28,9;;17503;16;0,05
01.01.2016;53;32;70,6;12,6;35,2;28,8;;14907;25,9;0,18
01.01.2016;48;15,6;36,6;14,8;72,3;35,8;;14076;25;0,07
01.01.2016;27;18;35,8;14,7;55,8;33,7;;23694;21,3;0,15
01.01.2016;46;24,8;91,8;23,3;39,5;34,7;;12613;17,6;0,38
01.01.2016;66;23,9;38,1;27,8;48,9;32,3;;19267;38,3;0,07
01.01.2016;62;19,4;32,6;13,2;56,8;33,6;;30638;51;0,01
01.01.2016;51;23,5;91;22,5;38,9;52,1;;12187;16,5;0,2
01.01.2016;;18,6;39;11,3;55,4;38,7;;30304;18,9;0,1
01.01.2016;62;31,5;52,8;21,5;41;28,2;;51438;13;0,15
01.01.2016;53;24;25,7;29,4;45;60,4;;7983;15,4;0,08
01.01.2016;55;23,5;89,6;21,2;43,5;28,9;;13053;17,8;0,5
01.01.2016;50;21,3;50,5;13,2;66,5;34,5;;35308;16,1;0,11
01.01.2016;55;28,3;46,2;26,5;42,4;34,8;;22795;19;0,11
01.01.2016;62;33,2;39,1;27,6;31,2;30,9;;86519;17,5;0,13
01.01.2016;50;19,3;77,4;23,4;36,4;30,9;;31017;30,3;0,27
01.01.2016;53;20,1;93,1;20,2;44,6;37,8;;30333;17,1;0,38
01.01.2016;51;26,1;76,7;25,2;36,3;51,7;;8546;22,9;0,17
01.01.2016;;24,1;21,7;17,1;46,4;64,7;;27140;15,5;0,05
01.01.2016;100;23,9;34,3;18,3;50,4;57,6;;17625;14,4;0,06
01.01.2016;24;17,2;54,1;10,1;70,5;35,1;;11718;34;0,02
01.01.2016;56;17,7;41,8;17,2;63,3;35,9;;18882;30,2;0,07
01.01.2016;56;25,7;32,8;18,1;49,4;32,7;;32566;25,9;0,07
01.01.2016;56;27,2;38,8;14,2;59,3;42,3;;37373;29,5;0,09
01.01.2016;59;26,3;29,5;19,5;52,9;28,7;;28534;20,4;0,05
01.01.2016;65;24,9;68,9;16,3;53,3;29,3;;20584;26,8;0,12
01.01.2016;41;23,4;90,1;22,4;36,4;45,6;;8773;17,8;0,43
01.01.2016;29;40,3;27,9;32,8;29,3;53,7;;18162;8,2;0,09
01.01.2016;65;38,8;30,3;11;44,5;;;10297;6,8;0,05
01.01.2016;52;22,4;73,2;16,1;41,1;31,8;;15141;18,7;0,2
